topic,term,beta
1,smuk,4.191103048996738e-5
2,smuk,3.458458424164282e-4
3,smuk,6.193278310161738e-4
4,smuk,2.1625211782639583e-4
5,smuk,1.3726217384183708e-7
6,smuk,5.880019092931023e-5
7,smuk,3.53926158409358e-4
8,smuk,0.001565544300083282
1,styrelse,0.001201657186726565
2,styrelse,5.523408790381113e-13
3,styrelse,1.2534992506071916e-13
4,styrelse,6.097972140429401e-12
5,styrelse,1.3739634108060043e-5
6,styrelse,9.844085518881838e-4
7,styrelse,9.409400053030575e-4
8,styrelse,3.055865775361586e-6
1,svar,0.0010687267044196891
2,svar,3.451868142803976e-4
3,svar,0.0010922275263375338
4,svar,9.18928390308702e-4
5,svar,0.0019605708608518464
6,svar,6.817212979303947e-4
7,svar,0.0015046772661697415
8,svar,4.3061136861820493e-4
1,Sverige,8.588178824695241e-4
2,Sverige,7.537959510744689e-4
3,Sverige,1.637750100120456e-5
4,Sverige,8.069155856270002e-11
5,Sverige,3.1209088190307525e-4
6,Sverige,8.022957375005147e-4
7,Sverige,6.767914645174709e-4
8,Sverige,1.887845021315044e-4
1,svindel,2.7848653511431814e-13
2,svindel,2.4157204830205285e-4
3,svindel,1.7907955515725726e-9
4,svindel,1.0136160745752659e-4
5,svindel,4.908779325983702e-4
6,svindel,7.224117304714946e-4
7,svindel,0.0012221530982666298
8,svindel,9.091451704742858e-5
1,syn,0.00119550725930077
2,syn,7.819415663879522e-6
3,syn,3.2450044946887865e-4
4,syn,4.546040870711634e-4
5,syn,9.621216716252592e-7
6,syn,8.751752363646461e-12
7,syn,4.765143255260281e-11
8,syn,0.0010259698871684358
1,tillid,5.181795358464077e-4
2,tillid,1.4951079996275305e-4
3,tillid,4.0273428932723364e-4
4,tillid,4.4724383476694535e-4
5,tillid,0.0013225816910814668
6,tillid,7.425362113605217e-4
7,tillid,6.94248327295814e-4
8,tillid,5.144282261466696e-5
1,udgangspunkt,6.178507003802199e-4
2,udgangspunkt,7.507236437071485e-5
3,udgangspunkt,6.613175426013324e-4
4,udgangspunkt,2.6415014402985634e-5
5,udgangspunkt,5.204607910849459e-5
6,udgangspunkt,4.754147200648656e-4
7,udgangspunkt,8.171643200115599e-5
8,udgangspunkt,4.987996407002322e-4
1,udnytte,6.88534774364719e-10
2,udnytte,0.001046101220595898
3,udnytte,2.5153064947458444e-4
4,udnytte,3.4167993794063687e-6
5,udnytte,2.80448472918632e-4
6,udnytte,2.79060085067668e-4
7,udnytte,1.8462300833478794e-4
8,udnytte,4.192366034814546e-4
1,undersøgelse,0.0023140295316336264
2,undersøgelse,6.404363467879093e-10
3,undersøgelse,0.0030727535676101994
4,undersøgelse,1.4539132232823775e-4
5,undersøgelse,6.422091001383826e-5
6,undersøgelse,8.849579198765938e-4
7,undersøgelse,0.0032034365685168465
8,undersøgelse,7.708466343817864e-4
1,vækst,2.1460677137612953e-4
2,vækst,1.6334880687502747e-15
3,vækst,1.4709526480531857e-4
4,vækst,5.655164245213577e-6
5,vækst,0.0013421994886245005
6,vækst,0.0010723303979513293
7,vækst,1.082520969017627e-5
8,vækst,2.571663422159719e-4
1,vente,3.4860915305146234e-4
2,vente,0.002926910312454266
3,vente,7.003080894813589e-4
4,vente,0.0010561281942269851
5,vente,0.0011696856924216063
6,vente,0.002170260815777158
7,vente,8.07364732449589e-5
8,vente,8.136557286950437e-4
1,anderledes,3.468816496341226e-4
2,anderledes,6.986342149577084e-4
3,anderledes,6.114078134775469e-4
4,anderledes,6.890033612672436e-4
5,anderledes,1.101604267560465e-4
6,anderledes,3.220775821896323e-4
7,anderledes,4.303968926044075e-7
8,anderledes,0.0010795177206863091
1,antal,0.004162242634691022
2,antal,3.4982905908498025e-4
3,antal,6.996420746160696e-4
4,antal,3.8861894753686963e-4
5,antal,2.482701317974644e-4
6,antal,0.0016731436352542442
7,antal,0.0013913203284296966
8,antal,9.568141654139781e-4
1,århundrede,4.837760950734437e-4
2,århundrede,1.885263498684474e-9
3,århundrede,3.251205173481152e-4
4,århundrede,3.857378972141831e-4
5,århundrede,7.108816518483727e-5
6,århundrede,2.1155507261892575e-4
7,århundrede,7.71277543854184e-5
8,århundrede,0.001098536500694869
1,art,7.60856116471307e-5
2,art,9.755639193400389e-21
3,art,1.350442300545725e-8
4,art,0.0015971498894768953
5,art,3.2961769309485983e-8
6,art,1.3943688409589184e-4
7,art,9.633407916178957e-9
8,art,8.810331007587305e-4
1,august,1.2484266849357648e-4
2,august,3.6867077270094845e-4
3,august,2.0701150493227793e-4
4,august,3.137794646776348e-4
5,august,3.1771939360298056e-7
6,august,1.9203611044166363e-4
7,august,9.241115387814287e-4
8,august,6.530368246424183e-4
1,beskytte,6.542335151640851e-5
2,beskytte,4.994399036193079e-20
3,beskytte,9.579198363280298e-4
4,beskytte,8.832305638418796e-4
5,beskytte,1.3043801229094918e-4
6,beskytte,6.681541277660481e-4
7,beskytte,5.440710386531118e-4
8,beskytte,2.410055615590183e-6
1,billede,0.002208527484344428
2,billede,8.163574804602335e-4
3,billede,0.0013884682783385136
4,billede,4.99521014952999e-6
5,billede,8.245288523932393e-4
6,billede,1.911721288624206e-4
7,billede,0.0015413374574235312
8,billede,0.0031260034456834862
1,endelig,6.674432799216774e-10
2,endelig,4.6898761595924913e-4
3,endelig,8.386041870910576e-4
4,endelig,9.668337643654344e-4
5,endelig,3.500599123330453e-4
6,endelig,7.100204532493376e-4
7,endelig,1.8147897822480967e-5
8,endelig,4.189282731480716e-4
1,engang,4.1964992705923913e-4
2,engang,1.4423269452403366e-4
3,engang,0.001314388190173219
4,engang,7.315680899426976e-4
5,engang,3.871221709222764e-7
6,engang,8.721559731162128e-5
7,engang,3.1331022633057415e-4
8,engang,9.662844255481057e-4
1,fejre,4.5607087121704104e-4
2,fejre,3.6414012191962565e-4
3,fejre,8.350907550262187e-4
4,fejre,2.7430535308465716e-5
5,fejre,4.681840480393938e-4
6,fejre,7.766776363521369e-7
7,fejre,1.655472754025775e-4
8,fejre,9.723703932774854e-5
1,fin,2.2166913545350183e-6
2,fin,8.711963981442741e-4
3,fin,0.0011981955150058752
4,fin,2.249978793364758e-4
5,fin,1.5735300534641526e-5
6,fin,6.458615618996663e-4
7,fin,2.4140112825551574e-5
8,fin,3.819300326108348e-4
1,findes,0.0015290028218187782
2,findes,7.302960878098603e-5
3,findes,0.0014394325643296841
4,findes,3.333122323850544e-4
5,findes,2.7802736311174567e-4
6,findes,4.889401395658877e-4
7,findes,4.3000120532407215e-4
8,findes,0.001959071754810634
1,følge,0.001361054425568756
2,følge,0.0023323252775596425
3,følge,0.0027599493354014456
4,følge,0.0014669452693425857
5,følge,7.972538682018956e-4
6,følge,0.0012999580444092156
7,følge,0.0027342558625634912
8,følge,0.002800661568392202
1,forening,0.0014689877127652868
2,forening,1.0267745985578334e-4
3,forening,6.356394862007648e-4
4,forening,8.242212318425682e-13
5,forening,2.0616480364425114e-5
6,forening,0.001397484725166603
7,forening,7.250503813459044e-9
8,forening,1.812801241016793e-6
1,form,0.0015270706387468225
2,form,7.113692194483257e-4
3,form,0.001041847347465983
4,form,7.280808705643403e-4
5,form,3.856526146586259e-4
6,form,7.912790970228756e-4
7,form,7.76990144355649e-4
8,form,0.0029457817300963477
1,forståelse,4.3113098989602637e-4
2,forståelse,1.1174930753132366e-7
3,forståelse,3.81620673982458e-4
4,forståelse,1.1767909688091504e-4
5,forståelse,4.0611135620975203e-4
6,forståelse,1.6013578527547014e-4
7,forståelse,7.811883062325002e-5
8,forståelse,9.76963377333066e-4
1,fremhæve,7.72450480220683e-4
2,fremhæve,1.4639296922932713e-4
3,fremhæve,1.0811420392285208e-4
4,fremhæve,1.3832327065131092e-4
5,fremhæve,4.995820182930192e-4
6,fremhæve,2.3037842814189926e-4
7,fremhæve,5.3242558080639846e-8
8,fremhæve,2.665559749226743e-4
1,gælde,0.0012681631313218788
2,gælde,0.0010958971101900565
3,gælde,6.35775998672168e-4
4,gælde,2.799064121494327e-4
5,gælde,7.370031881815643e-4
6,gælde,0.0011033295432792906
7,gælde,0.0023909309813377375
8,gælde,0.0011122746608522394
1,især,0.002014649937859457
2,især,8.880320615164649e-4
3,især,1.1958247616503909e-4
4,især,0.0015859976340726759
5,især,0.0015959682969105024
6,især,0.0013742993570402384
7,især,8.382456059686353e-4
8,især,0.002524496589511409
1,Jørgen,7.775727255485576e-4
2,Jørgen,1.1825969604314186e-4
3,Jørgen,7.125131233193513e-4
4,Jørgen,1.4673094035050161e-6
5,Jørgen,3.91153075264807e-9
6,Jørgen,5.669466486879008e-4
7,Jørgen,7.161261727943427e-4
8,Jørgen,1.8964634038649627e-4
1,Jørgensen,4.7344703393109664e-4
2,Jørgensen,0.0014024955556895453
3,Jørgensen,2.2417991157467558e-5
4,Jørgensen,1.49359786427591e-6
5,Jørgensen,0.0015924111529694925
6,Jørgensen,0.00017740144534102053
7,Jørgensen,6.746062056384494e-7
8,Jørgensen,4.1997168658152925e-4
1,kirke,0.010425572209431475
2,kirke,4.379288467491438e-25
3,kirke,7.153301248951208e-8
4,kirke,5.2867730532287824e-15
5,kirke,1.3490284843068148e-9
6,kirke,2.294370789133044e-10
7,kirke,9.267475512122378e-16
8,kirke,4.925521258273283e-10
1,kort,8.513730845275706e-4
2,kort,0.0032686055068026124
3,kort,9.97507802276412e-4
4,kort,0.0014922058074911878
5,kort,5.051268275945887e-4
6,kort,0.001037571189954194
7,kort,0.002571254147879045
8,kort,0.0017054337822721257
1,læser,1.2850089070262237e-4
2,læser,4.038671900673235e-11
3,læser,1.056335435504478e-5
4,læser,4.605217736243794e-8
5,læser,4.40215429828e-4
6,læser,7.317977317348749e-7
7,læser,6.149366857885385e-5
8,læser,0.0016181678143898696
1,let,7.791744491319216e-4
2,let,4.7838690995171714e-4
3,let,0.0010262766812935515
4,let,7.526086898352592e-4
5,let,2.1569479120281133e-4
6,let,6.843464239999881e-4
7,let,1.7242711649845217e-4
8,let,0.0011658241932813028
1,markant,9.305589708466697e-4
2,markant,8.573689499400144e-4
3,markant,4.3087002445195795e-4
4,markant,3.348121742121026e-6
5,markant,9.108627959959627e-4
6,markant,0.0011389823303203529
7,markant,7.631770998520154e-4
8,markant,6.526900943168374e-4
1,medie,0.0013147292373586429
2,medie,0.0018048824887520617
3,medie,1.9963015412487783e-7
4,medie,9.326049085744189e-4
5,medie,0.0018235610286326555
6,medie,2.8442986750235903e-5
7,medie,0.00281453236858713
8,medie,0.002506463375901235
1,medlem,0.0038950755980710467
2,medlem,8.100446216001788e-15
3,medlem,3.1820321897482956e-4
4,medlem,8.563511969421772e-4
5,medlem,7.431705217472885e-4
6,medlem,6.555715610523175e-4
7,medlem,0.0010207669171118374
8,medlem,9.660109831745318e-4
1,øje,9.219109178555708e-4
2,øje,8.617170612566816e-4
3,øje,9.766215099787099e-4
4,øje,0.0012904623840437766
5,øje,8.47526767343563e-4
6,øje,4.7313153774318967e-4
7,øje,8.545353323318573e-4
8,øje,0.002470739157525824
1,overveje,4.5484089335535023e-4
2,overveje,3.2221480871161864e-4
3,overveje,0.001022560544967719
4,overveje,1.1563274122369841e-6
5,overveje,3.803562699843806e-4
6,overveje,7.077999684889857e-4
7,overveje,2.351626654267437e-6
8,overveje,1.851426332605094e-4
1,pct,8.639036380601067e-18
2,pct,2.4890912801709373e-16
3,pct,1.5875357028068143e-6
4,pct,1.4226195573480665e-10
5,pct,4.828054514653135e-4
6,pct,0.0016988778377974763
7,pct,2.0235355849494875e-4
8,pct,1.2683119995502046e-10
1,politi,2.537845020514016e-10
2,politi,3.302212642606141e-4
3,politi,4.218966002101373e-8
4,politi,4.1270036095646746e-4
5,politi,9.217082019963197e-5
6,politi,0.0013196067043046555
7,politi,0.011099957965606427
8,politi,0.001327509623771883
1,regel,6.610336395080279e-4
2,regel,1.0494916544864324e-4
3,regel,6.322045877331182e-4
4,regel,1.2829234366542705e-4
5,regel,0.0018977505931096958
6,regel,0.0025819686304545636
7,regel,1.8215940261023548e-4
8,regel,4.1283412559071345e-4
1,rum,0.0011014391421358583
2,rum,2.144877647957227e-14
3,rum,0.0014257145254911415
4,rum,7.713619873495353e-5
5,rum,4.065470693701537e-6
6,rum,3.552451363129934e-7
7,rum,2.90511436922228e-4
8,rum,0.0011365590048090994
1,sikkerhed,2.575442820973907e-4
2,sikkerhed,8.1585757776138e-5
3,sikkerhed,2.0864550770068646e-4
4,sikkerhed,2.680152014941346e-4
5,sikkerhed,1.7798996962399308e-4
6,sikkerhed,7.045442030791075e-4
7,sikkerhed,0.001330207092887652
8,sikkerhed,2.552176149135188e-4
1,skyde,1.0925800312762378e-11
2,skyde,6.420293781313543e-4
3,skyde,1.2856384562527874e-5
4,skyde,3.191336449449236e-4
5,skyde,4.45965671626864e-6
6,skyde,8.810726446165422e-4
7,skyde,3.823997858201166e-4
8,skyde,0.0010534990458562555
1,slut,2.624563364794706e-4
2,slut,6.980943988454663e-4
3,slut,6.291181388280039e-6
4,slut,2.6452215838598445e-4
5,slut,7.752271359351278e-5
6,slut,3.52070606557184e-4
7,slut,1.9315246715947423e-4
8,slut,5.844500633457317e-4
1,social,0.0011887900752096503
2,social,4.678604601601501e-4
3,social,0.0012866675447453205
4,social,0.0012551799193419436
5,social,0.00293089378227651
6,social,6.81864863122471e-4
7,social,0.001755134138486653
8,social,0.002302944447761838
1,stigning,0.0010723120611209449
2,stigning,1.4533543261802345e-4
3,stigning,4.919863451009718e-8
4,stigning,1.6401355391378313e-15
5,stigning,1.2338947044104683e-8
6,stigning,5.174800391600891e-4
7,stigning,0.0011467543423243256
8,stigning,7.816979359618067e-6
1,studere,7.333840088735373e-4
2,studere,1.539553191714056e-4
3,studere,1.1075182964047905e-4
4,studere,3.474742747437681e-4
5,studere,2.6756386130236104e-4
6,studere,5.643271503959383e-6
7,studere,4.222583318386551e-7
8,studere,9.43061906051079e-4
1,svært,8.841997357569484e-4
2,svært,2.189604911854129e-4
3,svært,0.001642208967632124
4,svært,9.874780535033586e-7
5,svært,5.685833581294754e-4
6,svært,2.739377914644069e-4
7,svært,1.326729140475053e-4
8,svært,2.8392087988480006e-4
1,svare,0.001467129342495916
2,svare,8.283383804068915e-4
3,svare,0.0014935870433399434
4,svare,3.1422530121038845e-4
5,svare,4.2051846645237915e-4
6,svare,0.0018062726698635414
7,svare,0.0021400888682937234
8,svare,8.764710107258756e-4
1,tænke,8.550954929161327e-4
2,tænke,0.0011227668952124817
3,tænke,0.004361993062811676
4,tænke,0.0014210463933133136
5,tænke,0.001268556093296097
6,tænke,0.0013593784341688292
7,tænke,9.545462000332122e-7
8,tænke,0.002825328035813081
1,tegne,0.0011234433090735717
2,tegne,1.0166144590153199e-14
3,tegne,2.5623381553708575e-4
4,tegne,1.596680141292832e-4
5,tegne,7.356651594143885e-7
6,tegne,0.0012321191228226024
7,tegne,4.3143996023525545e-4
8,tegne,6.198899258858602e-4
1,tema,3.4547964906222664e-5
2,tema,1.9145127841762967e-5
3,tema,6.705982267420131e-4
4,tema,4.502883846867944e-4
5,tema,3.7800741425434987e-4
6,tema,3.1014162254929017e-4
7,tema,0.0010498369054994987
8,tema,5.391709759217387e-4
1,tendens,0.0011635790483797786
2,tendens,6.652701155641019e-17
3,tendens,1.5716614809464562e-5
4,tendens,3.236051049784169e-4
5,tendens,6.132047802920765e-4
6,tendens,3.613064249009187e-4
7,tendens,4.7608962072278525e-7
8,tendens,3.740598323530963e-4
1,tidlig,0.002678043936768415
2,tidlig,0.00412527697365548
3,tidlig,0.0017200842059260208
4,tidlig,0.002029130592192498
5,tidlig,0.0031430549890413407
6,tidlig,8.441698036614976e-4
7,tidlig,0.0031772878481276276
8,tidlig,0.0013251247305938931
1,tiltag,2.046707873860336e-4
2,tiltag,2.219327039870642e-17
3,tiltag,2.5629904195746022e-5
4,tiltag,2.4121834466352664e-5
5,tiltag,7.781317811395025e-4
6,tiltag,5.6359529253627e-4
7,tiltag,7.44025504035062e-4
8,tiltag,1.9701351007846176e-4
1,ting,0.0011589418042778053
2,ting,0.001286271677401925
3,ting,0.0015470070652824645
4,ting,0.0018050958968715753
5,ting,0.0017342957146643742
6,ting,4.944378813754287e-4
7,ting,4.4080517639382284e-4
8,ting,0.0029686501862851984
1,udenlandsk,3.294303877404751e-4
2,udenlandsk,1.9063031947543426e-4
3,udenlandsk,5.506146108664623e-5
4,udenlandsk,6.264836954850178e-4
5,udenlandsk,6.174786265852299e-4
6,udenlandsk,4.0334972171925294e-4
7,udenlandsk,5.049962654993868e-4
8,udenlandsk,6.7306030305541675e-9
1,udfordre,3.981335873362166e-4
2,udfordre,2.2650142453176303e-4
3,udfordre,1.5743803077331985e-4
4,udfordre,4.5144754215784043e-4
5,udfordre,4.732044290651051e-4
6,udfordre,8.12094408153673e-4
7,udfordre,7.745887646263004e-5
8,udfordre,3.998335831626242e-4
1,uge,0.0012713253120558291
2,uge,0.0026564829721480577
3,uge,0.0030511805631032933
4,uge,0.003801274501650888
5,uge,0.0012777270582627518
6,uge,0.0021216461186301825
7,uge,0.0010686310161309783
8,uge,9.752370414144984e-4
1,værd,2.4516501284387265e-4
2,værd,2.669945068368847e-4
3,værd,2.185445321103141e-4
4,værd,3.0437988944062966e-5
5,værd,6.638510072273215e-4
6,værd,4.5737120268245945e-4
7,værd,2.919615550021002e-4
8,værd,8.323881110105197e-5
1,vidne,5.831797357945145e-4
2,vidne,2.408657338092476e-7
3,vidne,1.0316655742893577e-4
4,vidne,9.516403977806486e-4
5,vidne,4.475324546400042e-7
6,vidne,1.959551373232942e-6
7,vidne,0.0021507566915517236
8,vidne,3.179608649797939e-4
1,vis,8.879810945069705e-4
2,vis,5.771735987127521e-4
3,vis,6.836402834725831e-4
4,vis,1.4780960914399576e-4
5,vis,1.668384926050598e-4
6,vis,5.046753718716675e-4
7,vis,3.010395349096153e-4
8,vis,0.0012164593328878595
1,afdeling,2.053622976903001e-4
2,afdeling,2.790546647966999e-13
3,afdeling,8.78507261651556e-4
4,afdeling,7.34183719758737e-8
5,afdeling,4.756623606610662e-4
6,afdeling,7.744832258749063e-4
7,afdeling,6.939713820678417e-5
8,afdeling,7.810319579946477e-5
1,bange,4.2281668591617245e-4
2,bange,6.792302884599633e-4
3,bange,5.507171314083184e-4
4,bange,3.986554888806066e-4
5,bange,0.0015494513006588328
6,bange,2.4329797548531168e-4
7,bange,2.564763100284612e-5
8,bange,2.5684962147159995e-4
1,Brexit,9.569279567527813e-14
2,Brexit,4.420207145377519e-11
3,Brexit,1.374107539784437e-4
4,Brexit,0.0031797000682625798
5,Brexit,4.314136713640365e-4
6,Brexit,5.224805528707407e-4
7,Brexit,1.1789107150720744e-4
8,Brexit,9.693455598257774e-5
1,chance,2.3304287792449325e-5
2,chance,0.0021115227576657884
3,chance,5.231835470576217e-4
4,chance,9.697258354451586e-4
5,chance,5.122847646757526e-4
6,chance,6.765307008080059e-4
7,chance,1.309333115273672e-6
8,chance,1.0429251011999679e-4
1,digital,3.0103796559747556e-12
2,digital,6.540305509098521e-12
3,digital,1.5301007092746795e-4
4,digital,1.2055207879034857e-4
5,digital,9.369169550380945e-4
6,digital,0.0010128366254301352
7,digital,9.873531968102795e-4
8,digital,1.393893743077181e-4
1,død,0.002978198417324685
2,død,4.33066213134026e-4
3,død,0.002238404106107271
4,død,5.470181206776165e-5
5,død,2.508126969735367e-7
6,død,3.001044990428331e-6
7,død,6.88510553469435e-4
8,død,0.005149405778233275
1,drømme,7.976273914657468e-5
2,drømme,3.8248444837186323e-4
3,drømme,9.721968736249334e-4
4,drømme,1.1316089851163942e-4
5,drømme,1.7382723176696444e-4
6,drømme,1.8254190115875955e-4
7,drømme,6.380978266384919e-8
8,drømme,4.5247732854186614e-4
1,erkende,1.72755720163818e-5
2,erkende,2.0480184661557472e-4
3,erkende,1.684393678866672e-5
4,erkende,3.7373369958704754e-7
5,erkende,9.720623265369366e-4
6,erkende,8.029106242286133e-4
7,erkende,9.806960177633304e-4
8,erkende,4.657742183267185e-4
1,FN,3.671670591482222e-5
2,FN,4.90019072828084e-11
3,FN,2.3529241017748533e-4
4,FN,4.7787007474227734e-4
5,FN,0.001924494559539826
6,FN,7.292558597179441e-4
7,FN,1.2555270041254434e-4
8,FN,1.7724471949959362e-4
1,håb,9.906451858329436e-5
2,håb,6.296196909432914e-4
3,håb,0.0011819901218364226
4,håb,6.396259629494936e-4
5,håb,3.765865302136233e-4
6,håb,3.181117178481863e-4
7,håb,1.57936614980879e-8
8,håb,9.25937188869744e-4
1,hospital,2.2157339442513857e-4
2,hospital,4.145158139855599e-18
3,hospital,0.002195836191281802
4,hospital,8.31122214906157e-8
5,hospital,1.440340745532495e-6
6,hospital,2.184250469211237e-7
7,hospital,3.680230920306465e-4
8,hospital,4.200684616808105e-9
1,klimakrise,4.208497547941476e-12
2,klimakrise,6.440410696561702e-17
3,klimakrise,1.4034687685463617e-8
4,klimakrise,6.532636423564574e-4
5,klimakrise,0.0013370083968874142
6,klimakrise,3.98218883461787e-4
7,klimakrise,1.1828710522047655e-4
8,klimakrise,4.124576921635202e-4
1,lære,5.930070336099775e-6
2,lære,1.5888214058712256e-8
3,lære,0.0032767579837745097
4,lære,9.350463745847178e-4
5,lære,8.997241429343591e-4
6,lære,2.3369245876033568e-4
7,lære,1.1536095888471802e-6
8,lære,0.0016109267647389154
1,ligge,0.0015545945940884061
2,ligge,0.002082014536548395
3,ligge,0.004147788066469487
4,ligge,5.795285388660581e-4
5,ligge,1.548223214745806e-4
6,ligge,0.0027173856060909115
7,ligge,7.657575632935743e-4
8,ligge,0.0029829156938090836
1,løb,7.016399433567099e-4
2,løb,0.001995165820045493
3,løb,5.957572046804069e-4
4,løb,3.7615143313874544e-4
5,løb,3.2316345262074097e-4
6,løb,0.0011643142430123746
7,løb,3.183750338438748e-4
8,løb,8.021095264057862e-4
1,maj,2.9822470666200006e-4
2,maj,3.238664427772082e-5
3,maj,6.961876501380235e-6
4,maj,9.7041535081613e-4
5,maj,6.439532263689353e-5
6,maj,7.497379044640512e-5
7,maj,0.0012160005771678615
8,maj,1.9488650050630967e-4
1,måling,0.0013035180418354705
2,måling,2.0954479768846764e-20
3,måling,2.0030007749435138e-8
4,måling,9.595827684569794e-4
5,måling,9.848899851741819e-6
6,måling,2.8322238575506295e-4
7,måling,7.655904036298867e-10
8,måling,1.3155963277987833e-4
1,mangel,3.6046927331354447e-4
2,mangel,1.7139709426959113e-4
3,mangel,2.9873526158285e-4
4,mangel,1.1868262557591842e-4
5,mangel,6.60668182693067e-7
6,mangel,7.816448297567429e-4
7,mangel,6.141007679198395e-4
8,mangel,5.945371741850223e-4
1,marked,4.862877068158174e-11
2,marked,5.079914077552188e-5
3,marked,7.219558408253948e-7
4,marked,1.2635643917927264e-4
5,marked,0.0017932730359200143
6,marked,0.0023675818432695194
7,marked,5.598690268905192e-4
8,marked,2.6161771546688215e-4
1,nat,1.0992191445826775e-10
2,nat,8.695066466177626e-4
3,nat,0.0011239704623575999
4,nat,6.088796151398404e-4
5,nat,3.498641481158921e-5
6,nat,3.5413996502574725e-4
7,nat,3.481464808313448e-8
8,nat,6.413203523656337e-4
1,Norge,0.0015602182637045412
2,Norge,0.0017792296250778979
3,Norge,2.0037499267043552e-5
4,Norge,6.097228458985938e-8
5,Norge,1.6209475565038475e-6
6,Norge,2.135528889379361e-4
7,Norge,4.453217399312562e-4
8,Norge,6.717913049236198e-5
1,øjeblik,2.4530463507231473e-4
2,øjeblik,0.0014425397064702235
3,øjeblik,0.0013799795305900208
4,øjeblik,0.0016575339213639759
5,øjeblik,3.1715069218733754e-8
6,øjeblik,5.854284585179965e-4
7,øjeblik,2.5249392023424456e-4
8,øjeblik,8.407947411448501e-4
1,patient,0.004396496009850255
2,patient,7.886695858560934e-14
3,patient,1.4162074849805185e-8
4,patient,2.1920945800756326e-13
5,patient,0.0016212028274686075
6,patient,3.288942097837196e-12
7,patient,2.9079129343328097e-6
8,patient,6.879444081869165e-12
1,plads,5.217616123887771e-4
2,plads,0.0028467451560964924
3,plads,0.002390193848728268
4,plads,4.1842596820164396e-4
5,plads,0.0014154804201319965
6,plads,0.001258016101545554
7,plads,1.6757395865846833e-5
8,plads,0.0010886837998038195
1,problem,0.0031642567150881817
2,problem,3.970323951649419e-4
3,problem,0.002292600182541587
4,problem,0.003323665902338151
5,problem,0.004941776529354311
6,problem,0.0029530686396682395
7,problem,0.002242138413644498
8,problem,0.001514859263982155
1,score,2.1347934420189397e-8
2,score,0.003592906843889454
3,score,1.307273023283849e-4
4,score,1.6882082357626301e-4
5,score,5.979907345641565e-8
6,score,2.3089243201643227e-4
7,score,2.2573691960248644e-5
8,score,8.563616306700033e-13
1,situation,0.0017353678199784454
2,situation,0.0010003548142405705
3,situation,4.5562604631835555e-4
4,situation,7.095017417952858e-4
5,situation,2.3874004290706905e-4
6,situation,4.489656276643262e-4
7,situation,0.0013876679924501288
8,situation,9.829830485992609e-4
1,slutte,1.9804772997325157e-4
2,slutte,9.883108039391887e-4
3,slutte,3.417027223996517e-4
4,slutte,4.360179288768731e-5
5,slutte,2.4952073758158466e-4
6,slutte,2.95776634983932e-4
7,slutte,1.2916097148957595e-4
8,slutte,0.00030316036831590937
1,søge,8.801208993487652e-4
2,søge,3.8020721493162596e-4
3,søge,0.0012235430099101212
4,søge,1.113466760022536e-4
5,søge,8.395047581262201e-4
6,søge,2.2081495101466004e-4
7,søge,0.0018058460313750513
8,søge,0.0011285998846443002
1,Storbritannien,3.5818183294532974e-4
2,Storbritannien,2.20386994727707e-12
3,Storbritannien,2.0560708711589608e-4
4,Storbritannien,0.001419506126672988
5,Storbritannien,0.0012853261250294545
6,Storbritannien,5.102176592584559e-4
7,Storbritannien,1.1716709678841656e-6
8,Storbritannien,0.0012045708049724085
1,udtryk,0.0013503316203407679
2,udtryk,4.471200176660363e-4
3,udtryk,3.186414682933974e-4
4,udtryk,1.86802851408567e-5
5,udtryk,1.9399732993050702e-4
6,udtryk,2.818447145607242e-5
7,udtryk,0.0014764326866922644
8,udtryk,5.890524453482943e-4
1,vare,2.0352795865213648e-5
2,vare,2.3188317240094815e-4
3,vare,1.8552549453237048e-4
4,vare,3.5082741736183905e-4
5,vare,1.1885338185546078e-4
6,vare,6.515005328715361e-4
7,vare,0.0025607142056427766
8,vare,3.06613380960948e-4
1,ansigt,1.3351183979397174e-5
2,ansigt,5.906974874096277e-4
3,ansigt,6.32710445027951e-4
4,ansigt,0.0018114596321050509
5,ansigt,3.92253168608323e-7
6,ansigt,1.266982187859819e-6
7,ansigt,6.54947963800253e-5
8,ansigt,0.0012672106843852886
1,bekræfte,4.794617945965907e-4
2,bekræfte,0.0011358959624557792
3,bekræfte,1.7984385826285952e-4
4,bekræfte,6.576215578333474e-5
5,bekræfte,9.08164540999524e-6
6,bekræfte,4.87547795294392e-4
7,bekræfte,0.0020995811460411467
8,bekræfte,2.2264889643128444e-4
1,Boris,4.1245836714502535e-15
2,Boris,1.8509298521375745e-6
3,Boris,3.152193284878997e-17
4,Boris,0.002186106301883403
5,Boris,0.0015155187721243401
6,Boris,1.2216389038934312e-4
7,Boris,3.118039777674557e-11
8,Boris,7.677899186363708e-6
1,britisk,9.531509716947495e-4
2,britisk,2.7700867762748546e-4
3,britisk,3.3120239722992387e-4
4,britisk,7.276646027283305e-4
5,britisk,0.0021261209164790333
6,britisk,7.180726648676512e-4
7,britisk,1.1356697327281713e-4
8,britisk,4.192134426646834e-4
1,brug,0.0011382578728437443
2,brug,7.474588142626131e-4
3,brug,0.0027057152935567627
4,brug,9.608534992372796e-4
5,brug,0.0020091561164537804
6,brug,0.0013409722486050107
7,brug,0.0018102045988109576
8,brug,7.418071279485328e-4
1,dør,1.2724114167814168e-4
2,dør,3.7757264932118407e-4
3,dør,0.0011721985485910204
